marca,modelo,transmision,combustible,propulsion,cilindrada,carroceria,co2,ciudad,carretera,mixto
Honda,CR-V Touring,A,Gasolina,Combustión,1.5,Station Wagon,175,10.4,15.3,13.0
Bentley,Continental GT V8,A,Gasolina,Combustión,4.0,Coupé,256,6.6,11.2,8.9
Ford,Ranger XL,M,Diésel ,Combustión,2.2,Camioneta,187,12.5,15.2,14.1
Ford,Ranger FX4,A,Diésel ,Combustión,3.2,Camioneta,237,8.6,13.3,11.1
Ford,Ranger Limited,A,Diésel ,Combustión,3.2,Camioneta,237,8.6,13.3,11.1
Ford,Ranger XLT,A,Diésel ,Combustión,3.2,Camioneta,237,8.6,13.3,11.1
Kaiyi,Kaiyi X3 MT,M,Gasolina,Combustión,1.5,Hatchback,171,10.7,16.7,13.9
Kaiyi,Kaiyi X3 Pro MT,M,Gasolina,Combustión,1.5,Hatchback,171,10.7,16.7,13.9
Kaiyi,KYX3 MT,M,Gasolina,Combustión,1.5,Hatchback,171,10.7,16.7,13.9
Kaiyi,KYX3 MT Pro,M,Gasolina,Combustión,1.5,Hatchback,171,10.7,16.7,13.9
Fuso,Canter 413,A,Diésel ,Combustión,3.0,Camioneta,259,9.2,10.9,10.2
Kaiyi,X3 Pro T CVT,A,Gasolina,Combustión,1.5,Hatchback,186,10.2,15.2,12.9
Kaiyi,KYX3 Pro T CVT,A,Gasolina,Combustión,1.5,Hatchback,186,10.2,15.2,12.9
Audi,RS e-tron GT,A,N/A,Vehículo eléctrico,0.0,Sedán,-,-,-,-
Suzuki,Ertiga 1.5 Hibrido MT 2WD,M,Gasolina/Híbrido,Vehículo Microhíbrido,1.5,Station Wagon,128,16.0,18.9,17.7
Suzuki,Ertiga 1.5 Hibrido AT 2WD,A,Gasolina/Híbrido,Vehículo Microhíbrido,1.5,Station Wagon,132,15.4,18.4,17.2
Foton,TM3 DCAB,M,Gasolina,Combustión,1.6,Camioneta,189,9.4,15.6,12.5
Foton,TM3 DCARGOBOX,M,Gasolina,Combustión,1.6,Camioneta,189,9.4,15.6,12.5
Foton,TM3 CS,M,Gasolina,Combustión,1.6,Camioneta,189,9.4,15.6,12.5
Foton,TM3 CARGOBOX,M,Gasolina,Combustión,1.6,Camioneta,189,9.4,15.6,12.5
Foton,TM3 REFRIGERADO,M,Gasolina,Combustión,1.6,Camioneta,189,9.4,15.6,12.5
Foton,TM3 WINGS,M,Gasolina,Combustión,1.6,Camioneta,189,9.4,15.6,12.5
Renault,Arkana 1.3 Turbo AT,A,Gasolina,Combustión,1.3,Station Wagon,139,12.7,19.6,16.4
Land Rover,Range Rover 3.0iD First Edition LWB,A,Diesel/Hibrido,Vehículo Microhíbrido,3.0,Station Wagon,190,11.2,15.9,13.9
Land Rover,Range Rover 3.0iD First Edition,A,Diesel/Hibrido,Vehículo Microhíbrido,3.0,Station Wagon,190,11.2,15.9,13.9
Land Rover,Range Rover 3.0iD HSE,A,Diesel/Hibrido,Vehículo Microhíbrido,3.0,Station Wagon,190,11.2,15.9,13.9
Land Rover,Range Rover 3.0iD AB,A,Diesel/Hibrido,Vehículo Microhíbrido,3.0,Station Wagon,190,11.2,15.9,13.9
Land Rover,Range Rover 3.0iD AB,A,Diesel/Hibrido,Vehículo Microhíbrido,3.0,Station Wagon,190,11.2,15.9,13.9
Land Rover,Range Rover 3.0iD SE,A,Diesel/Hibrido,Vehículo Microhíbrido,3.0,Station Wagon,190,11.2,15.9,13.9
Foton,G7 2.0AT 4x4,A,Diésel ,Combustión,2.0,Camioneta,205,11.3,14.1,12.9
Foton,G7 2.0AT 4x2,A,Diésel ,Combustión,2.0,Camioneta,205,11.3,14.1,12.9
Haval,H6 GT 2.0 DCT 4WD,A,Gasolina,Combustión,2.0,Station Wagon,193,9.8,13.5,11.9
Haval,H6 GT 2.0 DCT 2WD,A,Gasolina,Combustión,2.0,Station Wagon,173,10.3,15.9,13.3
Porsche,Panamera GTS G2 II,A,Gasolina,Combustión,4.0,Sedán,265,6.0,11.4,8.6
Porsche,Panamera GTS Sport Turismo,A,Gasolina,Combustión,4.0,Station Wagon,265,6.0,11.4,8.6
Renault,"Koleos 2,5 CVT 4WD",T/A CVT,Gasolina,Combustión,2.5,Station Wagon,195,8.9,14.2,11.7
Renault,"Koleos 2,5 CVT 2WD",T/A CVT,Gasolina,Combustión,2.5,Station Wagon,195,8.9,14.2,11.7
Foton,MIDI DCAB,M,Gasolina,Combustión,1.2,Camioneta,180,10.5,15.4,13.3
Foton,MIDI DCARGOBOX,M,Gasolina,Combustión,1.2,Camioneta,180,10.5,15.4,13.3
Foton,MIDI CS,M,Gasolina,Combustión,1.2,Camioneta,180,10.5,15.4,13.3
Foton,MIDI CARGOBOX,M,Gasolina,Combustión,1.2,Camioneta,180,10.5,15.4,13.3
Foton,MIDI REFRIGERADO,M,Gasolina,Combustión,1.2,Camioneta,180,10.5,15.4,13.3
Foton,MIDI WINGS,M,Gasolina,Combustión,1.2,Camioneta,180,10.5,15.4,13.3
Foton,G7 2.0MT 4x4,M,Diésel ,Combustión,2.0,Camioneta,218,10.1,13.5,12.0
Foton,G7 2.0MT 4x2,M,Diésel ,Combustión,2.0,Camioneta,218,10.1,13.5,12.0
Foton,G9 2.0 MT,M,Diésel ,Combustión,2.0,Camioneta,218,10.1,13.5,12.0
Skoda,Kamiq 1.0 TSI AT,A,Gasolina,Combustión,1.0,Hatchback,116,16.7,21.7,19.6
Skoda,Scala 1.0 TSI AT,A,Gasolina,Combustión,1.0,Hatchback,118,16.7,21.3,19.2
Porsche,Taycan 4 Cross Turismo,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
Citroen,Berlingo Multispace  XL 1.5 BlueHDi 100 STT BVM Live,M,Diésel ,Combustión,1.5,Station Wagon,117,20.2,24.0,22.4
Citroen,Berlingo Mutispace XL 1.5 Bluehdi 100 STT BVM 5 asientos,M,Diésel ,Combustión,1.5,Station Wagon,117,20.2,24.0,22.4
Peugeot,Partner L1 EV,A,N/A,Vehículo eléctrico,0.0,Furgón,-,-,-,-
Hyundai,Tucson NX4e 1.6T-GDI 6AT E6,A,Gasolina/Híbrido,Vehículos híbridos sin recarga exterior,1.6,Station Wagon,112,18.8,21.5,20.4
Ford,Ranger XLT,M,Gasolina,Combustión,2.5,Camioneta,264,6.7,10.8,8.8
Ford,Ranger XL,M,Gasolina,Combustión,2.5,Camioneta,264,6.7,10.8,8.8
Ford,Ranger Limited,M,Gasolina,Combustión,2.5,Camioneta,264,6.7,10.8,8.8
Mitsubishi,Eclipse Cross 1.5 RS 4x2 AT,A,Gasolina,Combustión,1.5,Station Wagon,166,10.2,15.4,13.0
Mitsubishi,Eclipse Cross RX 1.5 4x2 AT,A,Gasolina,Combustión,1.5,Station Wagon,166,10.2,15.4,13.0
Ram,700 Longhorn CD AT,T/A CVT,Gasolina,Combustión,1.3,Camioneta,150,12.3,18.2,15.5
Ram,700 Bighorn CD AT,T/A CVT,Gasolina,Combustión,1.3,Camioneta,150,12.3,18.2,15.5
Ram,700 Laramie CD AT,T/A CVT,Gasolina,Combustión,1.3,Camioneta,150,12.3,18.2,15.5
Peugeot,308 1.2 PureTech 130 MT6,M,Gasolina,Combustión,1.2,Hatchback,117,16.6,21.6,19.5
Foton,TM2 DCAB,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM2 DCARGOBOX,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM2 CS,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM2 CARGOBOX,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM2 REFRIGERADO,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM2 WINGS,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM5 DCAB,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM5 DCARGOBOX,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM5 CS,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM5 CARGOBOX,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM5 REFRIGERADO,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Foton,TM5 WINGS,M,Gasolina,Combustión,1.6,Camioneta,231,7.7,12.8,10.3
Peugeot,308 1.5 Blue HDi 130 EAT8,A,Diésel ,Combustión,1.5,Hatchback,105,22.5,26.9,25.1
M. Benz,S 450 4M,A,Gasolina/Híbrido,Vehículo Microhíbrido,3.0,Sedán,197,8.6,14.7,11.6
Opel,Grandland 1.5TD 130 AT8,A,Diésel ,Combustión,1.5,Station Wagon,115,21.5,23.8,22.9
Lexus,LX500d 3.3 4x4 10AT,A,Diésel ,Combustión,3.3,Station Wagon,231,9.1,13.3,11.4
Lexus,LX500d 3.3 4x4 10AT 7 Asientos,A,Diésel ,Combustión,3.3,Station Wagon,231,9.1,13.3,11.4
Porsche,718 Cayman GT4 RS,A,Gasolina,Combustión,4.0,Coupé,285,5.7,10.2,7.9
Volvo,XC40 B4 Plus,A,Gasolina/Híbrido,Vehículo Microhíbrido,2.0,Station Wagon,166,10.6,16.4,13.7
Volvo,XC40 B4 Ultimate Dark,A,Gasolina/Híbrido,Vehículo Microhíbrido,2.0,Station Wagon,166,10.6,16.4,13.7
Volvo,XC40 B4 Ultimate,A,Gasolina/Híbrido,Vehículo Microhíbrido,2.0,Station Wagon,166,10.6,16.4,13.7
Audi,S5 Sportback,A,Gasolina,Combustión,3.0,Hatchback,199,8.5,14.5,11.5
Audi,S5 Coupe,A,Gasolina,Combustión,3.0,Coupé,198,8.5,14.5,11.5
Audi,S5 Cabrio,A,Gasolina,Combustión,3.0,Convertible,209,8.2,13.7,11.0
Peugeot,Rifter 1.5 Blue HDi 130 EAT8,A,Diésel ,Combustión,1.5,Station Wagon,123,20.0,22.4,21.5
DFSK,SUV 500 1.5 CVT,A,Gasolina,Combustión,1.5,Station Wagon,184,9.9,15.3,12.7
Audi,RSQ8 TFSI,A,Gasolina/Híbrido,Vehículo Microhíbrido,4.0,Station Wagon,299,5.4,10.1,7.6
Kia,EV6 EV GT-LINE 77.4KWH AWD,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
MG,MG5 1.5L CVT,M,Gasolina,Combustión,1.2,Sedán,156,11.0,18.9,14.9
Fiat,Argo Drive 1.3 AT,A,Gasolina,Combustión,1.3,Hatchback,145,12.4,19.0,15.9
Peugeot,"208 1,2 Puretech 75",M,Gasolina,Combustión,1.2,Hatchback,134,13.9,20.1,17.2
Audi,S3 Sportback,A,Gasolina,Combustión,2.0,Hatchback,181,10.0,14.7,12.7
Audi,S3 Sedan,A,Gasolina,Combustión,2.0,Sedán,177,10.0,15.2,12.8
MG,MG ZS 1.5L AT,A,Gasolina,Combustión,1.5,Station Wagon,170,10.6,17.0,14.0
Fiat,Cronos Drive 1.3 AT,A,Gasolina,Combustión,1.3,Sedán,140,12.6,20.2,16.5
Fiat,Cronos Precision 1.3 AT,A,Gasolina,Combustión,1.3,Sedán,140,12.6,20.2,16.5
Fiat,Argo Trekking 1.3 AT,A,Gasolina,Combustión,1.3,Hatchback,147,12.2,19.1,15.8
Porsche,Cayenne E-Hybrid Platinum Edition E3,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,3.0,Station Wagon,71,12.8,-,-
Porsche,Cayenne E-Hybrid Coupe E3,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,3.0,Station Wagon,71,12.8,-,-
Porsche,Cayenne E-Hybrid E3,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,3.0,Station Wagon,71,12.8,-,-
BYD,Yuan Plus,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
BYD,Yuan Plus GS,A,N/A,Vehículo eléctrico,0.0,Station Wagon,-,-,-,-
Land Rover,Range Rover 3.0i Autobiography P400,A,Gasolina/Híbrido,Vehículo Microhíbrido,3.0,Station Wagon,199,8.8,13.9,11.5
Land Rover,Range Rover 3.0i Autobiography HSE,A,Gasolina/Híbrido,Vehículo Microhíbrido,3.0,Station Wagon,199,8.8,13.9,11.5
Land Rover,Range Rover 3.0i Autobiography SE,A,Gasolina/Híbrido,Vehículo Microhíbrido,3.0,Station Wagon,199,8.8,13.9,11.5
DFSK,Truck DC C22 1.0,M,Gasolina,Combustión,1.0,Camioneta,163,10.3,17.5,13.9
DFSK,Truck CS C21 1.0,M,Gasolina,Combustión,1.0,Camioneta,163,10.3,17.5,13.9
Dongfeng,DF-412,M,Diésel ,Combustión,2.8,Camioneta,223,11.0,12.3,11.8
Volvo,S60 II T8 R-Design,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,2.0,Sedán,33,22.7,-,-
Volvo,S60 T8 AWD Recharge Ultimate,A,Gasolina/Híbrido,Vehículos híbrido con recarga exterior,2.0,Sedán,33,22.7,-,-
MG,ZS 1.5L MT,M,Gasolina,Combustión,1.5,Station Wagon,166,11.0,17.4,14.3
Nissan,Kicks (P15) 1.6 MT 4x2,M,Gasolina,Combustión,1.6,Station Wagon,147,12.2,18.9,15.6
Nissan,Kicks (P15) 1.6 CVT 4x2,A,Gasolina,Combustión,1.6,Station Wagon,146,12.5,18.5,15.6
BYD,Dolphin,A,N/A,Vehículo eléctrico,0.0,Hatchback,-,-,-,-
Fiat,Argo Trekking 1.3,M,Gasolina,Combustión,1.3,Hatchback,146,12.3,19.1,15.8
Fiat,Mobi Trekking,M,Gasolina,Combustión,1.0,Hatchback,154,11.3,18.5,15.0
Fiat,Mobi Like,M,Gasolina,Combustión,1.0,Hatchback,154,11.3,18.5,15.0
Lexus,RX350 2.4T 4x4 8AT,A,Gasolina,Combustión,2.4,Station Wagon,202,8.6,13.8,11.3
Maserati,Ghibli Trofeo,A,Gasolina,Combustión,3.8,Sedán,291,5.3,10.5,7.8
BMW,X1 sDrive18i,A,Gasolina,Combustión,1.5,Station Wagon,148,12.5,17.5,15.4
MG,MG5 1.5L MT,M,Gasolina,Combustión,1.5,Sedán,145,11.8,20.4,16.1
Peugeot,Landtrek 2.2 Blue HDi 180 AT6 4x4,A,Diésel ,Combustión,2.2,Camioneta,227,9.7,12.8,11.4
MG,MG3 1.5L MT,M,Gasolina,Combustión,1.5,Hatchback,158,10.8,18.9,14.9
Peugeot,Landtrek 2.2 Blue HDi 180 MT6 4x4,M,Diésel ,Combustión,2.2,Camioneta,219,9.6,14.1,12.0
Peugeot,Landtrek 2.2 Blue HDi 180 MT6 4x2,M,Diésel ,Combustión,2.2,Camioneta,219,9.6,14.1,12.0
Chevrolet,Silverado 3.0L AT10 4x4,A,Diésel ,Combustión,3.0,Camioneta,226,8.7,14.6,11.7
Chevrolet,Silverado 3.0L AT10 4x2,A,Diésel ,Combustión,3.0,Camioneta,223,8.7,14.6,11.7
Dongfeng,e-Lite CV3,A,N/A,Vehículo eléctrico,0.0,Furgón,-,-,-,-
Honda,HR-V EXL,A,Gasolina,Combustión,1.5,Station Wagon,148,12.8,17.8,15.5
Honda,HR-V LX,A,Gasolina,Combustión,1.5,Station Wagon,148,12.8,17.8,15.5
Honda,HR-V EX,A,Gasolina,Combustión,1.5,Station Wagon,148,12.8,17.8,15.5
Volkswagen,"Saveiro Cross 1,6 CD T/M",M,Gasolina,Combustión,1.6,Camioneta,161,11.6,16.4,14.3
Volkswagen,"Saveiro Cross 1,6 CS T/M",M,Gasolina,Combustión,1.6,Camioneta,161,11.6,16.4,14.3
Volkswagen,"Saveiro 1,6 CS T/M",M,Gasolina,Combustión,1.6,Camioneta,161,11.6,16.4,14.3
Volkswagen,"Saveiro 1,6 CD T/M",M,Gasolina,Combustión,1.6,Camioneta,161,11.6,16.4,14.3
Ford,Range Raptor,A,Gasolina,Combustión,3.0,Camioneta,294,6.1,10.1,8.1
Toyota,"Yaris SD 1,5 MT",M,Gasolina,Combustión,1.5,Sedán,133,13.3,20.4,16.9
Kia,Sorento 2.2 8DCT 4WD 7Pas,A,Diésel ,Combustión,2.2,Station Wagon,158,14.3,19.4,16.7
Kia,Sorento 2.2 8DCT 2WD 7Pas,A,Diésel ,Combustión,2.2,Station Wagon,158,14.3,19.4,16.7
MG,MG3 1.5L AT,A,Gasolina,Combustión,1.5,Hatchback,159,10.9,18.9,14.9
Nissan,X-Trail (T33) 2.5 CVT 4x2 5P,A,Gasolina,Combustión,2.5,Station Wagon,186,9.4,14.8,12.3
Nissan,X-Trail (T33) 2.5 CVT 4x2 7P,A,Gasolina,Combustión,2.5,Station Wagon,186,9.4,14.8,12.3
Nissan,X-Trail (T33) 2.5 CVT 4x4 7P,A,Gasolina,Combustión,2.5,Station Wagon,186,9.4,14.8,12.3
Fiat,Argo Drive 1.3,M,Gasolina,Combustión,1.3,Hatchback,141,12.6,19.9,16.4
Hyundai,Santa Fe TM 2.2 CRDI 8DCT 4WD,A,Diésel ,Combustión,2.2,Station Wagon,155,15.0,19.3,17.0
Hyundai,Santa Fe TM 2.2 CRDI 8DCT 2WD,A,Diésel ,Combustión,2.2,Station Wagon,148,15.4,20.6,17.8
Hyundai,Grand i10 AI3 1.2 HB MT,M,Gasolina,Combustión,1.2,Hatchback,127,14.5,20.8,17.9
Hyundai,Grand i10 AI3 1.2 SDN MT,M,Gasolina,Combustión,1.2,Sedán,127,14.5,20.8,17.9
Hyundai,Grand i10 AI3 1.2 HB AT,A,Gasolina,Combustión,1.2,Hatchback,140,13.2,18.5,16.1
Volkswagen,Polo Track,M,Gasolina,Combustión,1.6,Hatchback,154,11.5,17.9,14.9
DS,DS4 1.6 Puretech 180 STT EAT8 Performance Line,A,Gasolina,Combustión,1.6,Station Wagon,137,14.3,18.5,16.7
Hyundai,Grand i10 AI3 1.0 HB MT,M,Gasolina,Combustión,1.0,Hatchback,128,13.9,21.3,17.9
DS,DS4 Cross 1.5 BlueHDi 130 STT EAT8 Trocadero,A,Diésel ,Combustión,1.5,Station Wagon,110,22.0,25.3,24.1
Toyota,4Runner 4.0 4x2 5AT,A,Gasolina,Combustión,4.0,Station Wagon,279,6.2,10.0,8.2
Toyota,4Runner 4.0 4x4 5AT,A,Gasolina,Combustión,4.0,Station Wagon,279,6.2,10.0,8.2
Toyota,Land Cruiser Prado 2.7 3P T/A 4x4,A,Gasolina,Combustión,2.7,Station Wagon,260,6.9,10.4,8.8
Land Rover,Range Rover 4.4i SV,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i Autobiography P530,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i First Edition P530,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i Autobiography LWB P530,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i HSE P530,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i HSE LWB P530 4 asientos,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i SE LWB P530 4 asientos,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i HSE LWB P530 7 asientos,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
Land Rover,Range Rover 4.4i SE LWB P530 7 asientos,A,Gasolina,Combustión,4.4,Station Wagon,245,6.7,12.0,9.4
